"Towards Symbiocracy",47,0,0,5,524,"kumu.io","['email:name@company.com','email:support@kumu.io','twitter:symbioorg']"
"ReFi Cape Town",47,0,0,5,533,"reficapetown.co.za","['twitter:reficapetown']"
"PizzaDAO",47,0,0,5,612,"","[':']"
"LunCo: complex systems design",47,0,0,12,534,"lunco.space","['email:contacts@lunco.space','github:luncosim','twitter:luncosim']"
"Praise",47,0,0,18,638,"givepraise.xyz","[':']"
"Meg Rivers Regen Citizen",47,0,0,5,682,"bloomnetwork.earth","['email:community@bloomnetwork.earth','twitter:ourbloomnetwork']"
"Realize It",47,0,0,8,682,"badges.zenbit.mx","['twitter:kolektivolabs']"
"UPstore",47,0,0,11,517,"luckybet.pink","['twitter:arattalabs']"
"Layer3",47,11027,0,2,981,"","[':']"
"Project OSISI",47,0,0,11,524,"osisi.earth","['twitter:refilagos01']"
"Project Merlin",47,75000,0,2,279,"projectmerlin.io","['twitter:projectmerlinio']"
"MesoReefDAO ~ Regenerating Reef Conservation with DeSci Web3 tools",47,0,0,20,534,"","[':']"
"BÚAN_fund",47,0,0,5,532,"ethereumlocalism.xyz","['email:etherealforest.eth@protonmail.com','twitter:desciresearch']"
"Trustful",47,0,0,6,682,"blockful.io","['twitter:blockful_io']"
"Chatafisha",47,0,0,11,533,"chatafisha.com","['twitter:chatafisha']"
"RegenBuild",47,0,0,7,682,"regenbuild.earth","['twitter:regen_earthsoul']"
"FORK FOREST",47,0,0,7,524,"forkdaogov.xyz","['twitter:forkdaoes']"
"Latina Blockchain Hackathon",47,5000,0,3,825,"hiwomenbiz.com","['twitter:hiwomenbiz']"
"AsteriskDAO",47,0,0,6,533,"asteriskdao.xyz","['twitter:asteriskdao']"
"$EARTH - Oss",47,0,0,19,537,"solarpunkdao.earth","['twitter:so']"
"Kokonut Onchain Network",47,0,0,12,470,"kokonut.network","['github:wasalo']"
"Pairwise",47,0,0,14,533,"pairwise.vote","['twitter:pairwisevote']"
"Sweetspot.wtf",46,365,0,3,533,"sweetspot.wtf","['github:handprotocol','twitter:hand_protocol']"
"web3radio",46,0,0,3,537,"radio.spaghett-eth.com","['twitter:spaghetteth']"
"WashikaDAO",46,1000,0,3,537,"washikadao.on-fleek.app","['github:neda-labs','twitter:nedalabs']"
"Helios (HLSP)",46,0,0,8,839,"helios.eco","['email:team@helios.eco']"
"EAS Pulse",46,3523,0,3,533,"","[':']"
"Open Collective",46,0,0,3,505,"opencollective.com","['email:johndoe@gmail.com','twitter:opencollect']"
"Unicorn.eth",46,1490,0,3,517,"","[':']"
"Regen Bazaar",46,30,0,2,498,"regenbazaar.com","['email:info@regenbazaar.com','github:regen-bazaar','twitter:regenbazaar']"
"Gaia Gives",46,14443,0,1,20713,"","[':']"
"Unma",46,1,0,1,354,"","[':']"
"Ayowecca Uganda : Regenerative Agric practices and climate education in Uganda",45,18500,0,18,421,"ayoweccauganda.org","['github:ayowecca-uganda-byte','twitter:ayowecca_uganda']"
"Gitcoin",45,13749,0,8,598,"","[':']"
"Blockchain CO2e Emissions Calculator",45,2300,0,4,759,"mentholprotocol.com","[':']"
"Green Goods",44.36,0,0,0,337,"","[':']"
"The Ethernaut",44,0,0,4,530,"ethernaut.openzeppelin.com","['twitter:openzeppelin']"
"QuBit Wallet",44,50000,0,1,198,"","[':']"
"Ajo 🌍",44,0,0,2,315,"","[':']"
"CHOICE iD",44,0,0,2,239,"choice.lgbt","['twitter:choicelgbt']"
"ABSystem",44,0,0,2,332,"","[':']"
"Nauti AI",44,0,0,2,321,"","[':']"
"Suno",44,0,0,1,318,"suno.finance","['email:info@suno.finance','twitter:suno_finance']"
"Iggy Social",44,0,0,4,535,"iggy.social","['twitter:iggysocial']"
"ArbitrumNews DAO",44,10000,0,2,770,"","[':']"
"Jardim Aromático",44,0,0,4,512,"hackmd.io","['email:u003epress@hackmd.io','email:you@company.com','twitter:thenerdlabs']"
"Loyalty Rewards",44,0,0,2,211,"","[':']"
"ImpactMarketMaker",44,0,0,2,321,"a7zmd-bqaaa-aaaag-auhca-cai.icp0.io","['github:gerryalvrz']"
"Prosperity Pass",43,6740,0,5,283,"pass.celopg.eco","['twitter:celopublicgoods']"
"KOKO DAO saving forests in Colombia",43,0,0,6,839,"kokodao.xyz","[':']"
"Drivyx ESG",43,0,0,9,734,"","[':']"
"Trusted Seed Mentorship Program",43,0,0,6,735,"trustedseed.org","['twitter:trustedseed']"
"Wasset",43,0,0,7,734,"wasset.io","['twitter:wassetltd']"
"Rifai Sicilia",43,1949,0,11,197,"","[':']"
"Greenpill Brasil",43,2841,0,16,253,"","[':']"
"Regen Eliza",43,1420,0,6,197,"regeneliza.com","['email:contact@regeneliza.ai','github:regen-eliza']"
"DeepVenture.io",43,0,0,7,734,"deepventure.io","['twitter:deepventureio']"
"PrediKt",43,1100,0,8,297,"","[':']"
"VOCDONI - A public good for secure decentralized voting",43,4467,0,2,542,"","[':']"
"Beyond Fossil Fuels - Supporting Indigenous legal efforts to STOP fossil fuel infrastructure",43,0,0,5,870,"","[':']"
"Digipaga.com",43,63,0,7,309,"digipaga.com","['github:digimercados']"
"Mirror",43,0,0,5,734,"","[':']"
"ReFi Colombia",43,5000,0,5,253,"","[':']"
"Litter Token",43,0,0,5,759,"littertoken.xyz","[':']"
"MesoReefDAO - Regenerating Reef Conservation with DeSci",43,1917,0,2,542,"","[':']"
"Commons Stack",42,15332,0,7,542,"","[':']"
"Collabberry",42,2766,0,6,466,"","[':']"
"Sharkwatch Cozumel — Open Megafauna Observatory",42,40146,0,3,244,"marsustentable.org","['email:nadia@marsustentable.org','twitter:marsustentable']"
"Glo Dollar",42,11323,0,13,682,"","[':']"
"DeFiHackLabs",41,20197,0,1,20713,"","[':']"
"Lottery Of The People",41,13764,0,1,20713,"","[':']"
"The Hill",41,0,0,3,682,"coralconnect.life","['twitter:coral__connect']"
"ReFi Atlántico",41,0,0,3,729,"","[':']"
"VEG21 Vegan Challenges and Tokenized Recipes",41,0,0,1,331,"","[':']"
"Web3beach accelerating web3 adoption in LatAm",41,4779,0,1,20713,"","[':']"
"Aura.Farm",41,0,0,1,296,"","[':']"
"Magic Alchemy",41,12400,0,1,20713,"","[':']"
"GreenpillKenya",41,0,0,0,190,"","[':']"
"Tide Protocol",41,40000,0,1,892,"landing.tideprotocol.xyz","['github:fiveelementslabs','twitter:tide_web3']"
"SiBorg",41,10398,0,1,20713,"","[':']"
"TechFusion",41,182000,0,0,211,"facebook.com","[':']"
"Cairn",41,0,0,1,283,"","[':']"
"OSkey",41,0,0,1,283,"","[':']"
"Regen Claims Engine <--> Ethereum Intents Bridge",41,11679,0,1,20713,"","[':']"
"W3I Network Graph",41,0,0,1,283,"w3i.network","['email:support@w3i.network']"
"Arx Protocol",41,0,0,1,296,"","[':']"
"First choice coin Dao",41,27844,0,1,20713,"","[':']"
"Bridging Inequality with Innovation",41,34009,0,1,20713,"","[':']"
"Upe Impact",41,0,0,3,682,"u.pe","['email:support@u.pe','twitter:upelocal']"
"Emprende DAO",41,13977,0,1,20713,"","[':']"
"Cyfrin Updraft",41,19531,0,1,20713,"","[':']"
"ReFi Tanzania: Solar Saving Circles for Sustainable Energy Independence, Financial Sovereignty & Community Resilience",41,0,0,1,294,"","[':']"
"SandBlock",41,0,0,1,233,"","[':']"
"Chingadrop.xyz",41,0,0,3,378,"","[':']"
"Celo Nouns Club",41,0,0,1,359,"","[':']"
"Frutero Club",41,0,0,1,253,"frutero.club","['twitter:fruteroclub']"
"ReFi yield powered Yield-Bearing Stablecoin",41,0,0,1,318,"","[':']"
"Sup Wallet - Use WhatsApp as a Wallet",41,17748,0,1,20713,"","[':']"
"Celo DAO Voting Platform Arabia",41,0,0,1,288,"ibrahimnazzier.github.io","['github:ibrahimnazzier']"
"Relay Funder",41,0,0,1,233,"relayfunder.com","['github:relay-funder','twitter:relayfunder']"
"Extrafi",41,0,0,1,336,"","[':']"
"Ninit",41,0,0,3,682,"ninit.xyz","['email:ninitnetwork@proton.me','twitter:ninitnetwork']"
"Fronk World",41,11798,0,1,20713,"","[':']"
"DAO.Archi",41,0,0,1,283,"dao.archi","[':']"
"Cartagena Onchain",41,0,0,1,253,"","[':']"
"Impact Certificate Minter (ICM)",41,0,0,1,318,"","[':']"
"The Community Video Channel",41,1339,0,1,20713,"","[':']"
"HashCase",41,17634,0,1,20713,"","[':']"
"Jerri.wtf",41,0,0,3,682,"donnylewis.com","['email:info@donnylewis.com','twitter:jerri_nft']"
"Signvrse: AI-Powered Sign Language Communication",41,0,0,1,196,"signvrse.com","['twitter:signvrse']"
"WFF: Verifiable Governance Engine",41,0,0,1,290,"","[':']"
"bmy.guide",41,300000,0,1,772,"about.bmy.guide","[':']"
"Echo-DAO",41,0,0,1,295,"saptarshimondal-portfolio.app","[':']"
"DaoTao",41,0,0,3,682,"app.buidlbox.io","['email:founder@hackquest.io','twitter:daotao23']"
"decentralized-builders-academy",41,0,0,1,320,"","[':']"
"Ocean Protocol",41,38000,0,1,892,"oceanprotocol.com","['twitter:oceanprotocol']"
"Let's GROW DAO",41,0,0,3,677,"letsgrow.network","['twitter:jimicohen']"
"Stylide",41,0,0,3,730,"dapp.solide0x.tech","['twitter:solideproject']"
"LunCo - Everyone Can Do Space",41,15211,0,1,20713,"","[':']"
"Arenium",41,0,0,3,377,"arenium.social","['github:arenium-social','twitter:thearenium']"
"CCOP Multi-Sig - Bootcamp Celo",41,0,0,1,357,"","[':']"
"Pollverse",41,0,0,1,305,"","[':']"
"Celo Colombia Faucet",41,0,0,1,287,"faucet.celocolombia.org","['twitter:celo_col']"
"ZecHub",41,0,0,1,204,"","[':']"
"DeVouch: Decentralized Verification and Reputation.",41,10414,0,1,20713,"","[':']"
"Metronomo",41,22500,0,1,892,"metronomo.xyz","['twitter:metronomo_xyz']"
"Human Passport",41,18972,0,1,20713,"","[':']"
